gene_id,experiment_id,log2fc,padj
CCNA_00093,quintero_wt-lowK_vs_ΔkdpE-lowK,0.0668267635690455,0.933313267334845
CCNA_00094,quintero_wt-lowK_vs_ΔkdpE-lowK,-0.0158419901276262,0.990640399994165
CCNA_00095,quintero_wt-lowK_vs_ΔkdpE-lowK,-0.43952927469827,0.0570667003032469
CCNA_00096,quintero_wt-lowK_vs_ΔkdpE-lowK,-0.0962098111166135,0.922574044312157
CCNA_00097,quintero_wt-lowK_vs_ΔkdpE-lowK,0.225962029109302,0.735734965755887
CCNA_00098,quintero_wt-lowK_vs_ΔkdpE-lowK,0.156378533954872,0.831818232412691
CCNA_00099,quintero_wt-lowK_vs_ΔkdpE-lowK,0.0181271209912316,0.990640399994165
CCNA_00100,quintero_wt-lowK_vs_ΔkdpE-lowK,-0.0282038925968289,0.978652377991815
CCNA_00101,quintero_wt-lowK_vs_ΔkdpE-lowK,0.162783246214616,0.760649823166838
CCNA_00102,quintero_wt-lowK_vs_ΔkdpE-lowK,-0.468860409826928,0.0980389457523885
CCNA_00103,quintero_wt-lowK_vs_ΔkdpE-lowK,-0.0653303942833313,0.928417555840917
CCNA_00104,quintero_wt-lowK_vs_ΔkdpE-lowK,0.391102015106433,0.221404788259243
CCNA_00105,quintero_wt-lowK_vs_ΔkdpE-lowK,0.0286237595255792,0.97544429371783
CCNA_00106,quintero_wt-lowK_vs_ΔkdpE-lowK,0.0822123783876777,0.910927646949931
CCNA_00107,quintero_wt-lowK_vs_ΔkdpE-lowK,0.0206631925109317,0.990640399994165
CCNA_00108,quintero_wt-lowK_vs_ΔkdpE-lowK,-0.120258559956036,0.844155989236687
CCNA_00109,quintero_wt-lowK_vs_ΔkdpE-lowK,-0.0801518988580822,0.907191149765063
CCNA_00110,quintero_wt-lowK_vs_ΔkdpE-lowK,0.289639089786368,0.370436809925315
CCNA_00111,quintero_wt-lowK_vs_ΔkdpE-lowK,0.0322313289165486,0.972211958334313
CCNA_00112,quintero_wt-lowK_vs_ΔkdpE-lowK,0.0206377980189509,0.987184707454109
CCNA_00113,quintero_wt-lowK_vs_ΔkdpE-lowK,-0.288442688785913,0.581780131805135
CCNA_00114,quintero_wt-lowK_vs_ΔkdpE-lowK,0.0953084563047592,0.922574044312157
CCNA_00115,quintero_wt-lowK_vs_ΔkdpE-lowK,-0.0581301784938924,0.948220924133938
CCNA_R0099,quintero_wt-lowK_vs_ΔkdpE-lowK,0,NA
CCNA_00116,quintero_wt-lowK_vs_ΔkdpE-lowK,-0.00156712450458233,0.997836432254234
CCNA_00117,quintero_wt-lowK_vs_ΔkdpE-lowK,0.0390198828352066,0.966972926487221
CCNA_00118,quintero_wt-lowK_vs_ΔkdpE-lowK,-0.0498111001136674,0.958927573897016
CCNA_00119,quintero_wt-lowK_vs_ΔkdpE-lowK,-0.218285248013605,0.621613207657958
CCNA_00120,quintero_wt-lowK_vs_ΔkdpE-lowK,-0.0949193485083868,0.910927646949931
CCNA_00121,quintero_wt-lowK_vs_ΔkdpE-lowK,-0.023957770470667,0.987384252127804
CCNA_00122,quintero_wt-lowK_vs_ΔkdpE-lowK,0.010328700972749,0.996622663272792
CCNA_00123,quintero_wt-lowK_vs_ΔkdpE-lowK,-0.00256766340274862,0.996622663272792
CCNA_00124,quintero_wt-lowK_vs_ΔkdpE-lowK,0.0942379616438894,0.920280456034305
CCNA_00125,quintero_wt-lowK_vs_ΔkdpE-lowK,0.0849288370208983,0.922574044312157
CCNA_00126,quintero_wt-lowK_vs_ΔkdpE-lowK,-0.0868626263605923,0.900000564472675
CCNA_00127,quintero_wt-lowK_vs_ΔkdpE-lowK,-0.27809521721395,0.6605983551256
CCNA_00128,quintero_wt-lowK_vs_ΔkdpE-lowK,0.198458360502383,0.730936462095074
CCNA_00129,quintero_wt-lowK_vs_ΔkdpE-lowK,0.0318840761688093,0.978652377991815
CCNA_00130,quintero_wt-lowK_vs_ΔkdpE-lowK,-0.00319872493755393,0.996622663272792
CCNA_00131,quintero_wt-lowK_vs_ΔkdpE-lowK,-0.272208024281249,0.372130469045246
CCNA_00132,quintero_wt-lowK_vs_ΔkdpE-lowK,-0.16568550620118,0.710754574501358
CCNA_00133,quintero_wt-lowK_vs_ΔkdpE-lowK,0.180040645734664,0.716508809479726
CCNA_00134,quintero_wt-lowK_vs_ΔkdpE-lowK,-0.0548813227321089,0.948220924133938
CCNA_00135,quintero_wt-lowK_vs_ΔkdpE-lowK,-0.180118793480028,0.652410705045978
CCNA_00136,quintero_wt-lowK_vs_ΔkdpE-lowK,-0.0262343120362614,0.982631579393139
CCNA_00137,quintero_wt-lowK_vs_ΔkdpE-lowK,-0.0424008087534699,0.963216501383123
